message,sender_label,receiver_label,score_delta,speaker,receiver,game_id,message_position,season,year
ukraine is supporting sev into rum,1,True,6,germany,turkey,2,216,Spring,1908
yes i’ll make sure of it,1,False,6,germany,turkey,2,217,Spring,1908
you are totally safe from england we are in a position where if he fucks me he will get fucked twice as hard,1,True,6,germany,turkey,2,218,Spring,1908
ok great im supporting with the fleet as well,1,True,-6,turkey,germany,2,219,Spring,1908
perfect i can’t support with gal because i need to protect vienna,1,False,6,germany,turkey,2,220,Spring,1908
but i’m supporting you from ukraine,1,True,6,germany,turkey,2,221,Spring,1908
sure yeah im considering what he will gamble on if you push into bud with 1 support then we either get bud or rum probably,1,True,-6,turkey,germany,2,222,Spring,1908
i’m going to push into bud in the fall with your support from rum and my support from vienna,1,True,6,germany,turkey,2,223,Spring,1908
but it will be easier once you’re in rum,1,True,6,germany,turkey,2,224,Spring,1908
that will break the egg of austria,1,True,6,germany,turkey,2,225,Spring,1908
ok it hinges on serbias support though,1,False,-6,turkey,germany,2,226,Spring,1908
how so,1,True,6,germany,turkey,2,227,Spring,1908
if both bud and serbia support rum then the attack will fail,1,,-6,turkey,germany,2,228,Spring,1908
f bel a boh s tyr a bur  mun a gal  bud f hol a par h a tyr  tri a ukr s sev  rum a vie s gal  bud a war  gal,1,True,6,germany,turkey,2,229,Spring,1908
here’s my moves right now,1,True,6,germany,turkey,2,230,Spring,1908
happy to update them,1,False,6,germany,turkey,2,231,Spring,1908
ah ok that looks good,1,True,-6,turkey,germany,2,232,Spring,1908
as long as theres an attack on bud as well,1,True,-6,turkey,germany,2,233,Spring,1908
sweet,1,True,6,germany,turkey,2,234,Spring,1908
i really am kinda incentivised to hit him hard,1,True,6,germany,turkey,2,235,Spring,1908
no i believe you were all set up for this,1,True,-6,turkey,germany,2,236,Spring,1908
congrats on the pickup i’m so siked that we were able to turn the tables on austria,1,True,6,germany,turkey,2,237,Fall,1908
would you be down to talk longer term strategy soon,1,True,6,germany,turkey,2,238,Fall,1908
yeah whew that was close for me for a short while thanks,1,True,-6,turkey,germany,2,239,Fall,1908
lol austria just reached out to me saying he would support me into rum lmfao,1,True,6,germany,turkey,2,240,Fall,1908
he got really mad at me,1,True,-6,turkey,germany,2,241,Fall,1908
i’m sure dude,1,True,6,germany,turkey,2,242,Fall,1908
we just need to put him to bed at this point,1,True,6,germany,turkey,2,243,Fall,1908
its just a game like i dont get it,1,True,-6,turkey,germany,2,244,Fall,1908
he’s too intense it’s wack,1,True,6,germany,turkey,2,245,Fall,1908
he like found my irl name,1,True,6,germany,turkey,2,246,Fall,1908
which really freaked me out,1,True,6,germany,turkey,2,247,Fall,1908
theres some names on the info tab of the game i guess,1,,-6,turkey,germany,2,248,Fall,1908
actually if you go to 601857887098372112 and click on your user youll see,1,,-6,turkey,germany,2,249,Fall,1908
but the fact that they went to the effort i dont know,1,,-6,turkey,germany,2,250,Fall,1908
sore loser i guess,1,,-6,turkey,germany,2,251,Fall,1908
just weird to me that’s all,1,True,6,germany,turkey,2,252,Fall,1908
we have a break over the weekend but you still want me to support you into bud,1,True,-6,turkey,germany,2,253,Fall,1908
galicia correct,1,True,-6,turkey,germany,2,254,Fall,1908
yes please,1,True,6,germany,turkey,2,255,Fall,1908
i thanks man,1,True,6,germany,turkey,2,256,Fall,1908
no problem,1,True,-6,turkey,germany,2,257,Fall,1908
are you going to take bulg i’m playing with the sandbox and unfortunately we can’t take bud until one other territory falls,1,True,6,germany,turkey,2,258,Fall,1908
if he puts all support on bud i will get bul,1,True,-6,turkey,germany,2,259,Fall,1908
yeah i think we bluff that we’re going for bud i won’t get it this turn but will you help me get it next turn,1,True,6,germany,turkey,2,260,Fall,1908
well that literally couldn’t have gone better,1,True,6,germany,turkey,2,261,Fall,1908
i’m thinking i take serb and you can have greece if that’s cool with you,1,True,6,germany,turkey,2,262,Fall,1908
can you help me with italy then,1,True,-6,turkey,germany,2,263,Spring,1909
potentially as long as we can agree to some broader armistice i don’t want to focus on fighting you we just toppled austria together and plus turkey is mega hard to take with out a mediterranean fleet but we could cause problems for each other if we don’t work something out,1,,6,germany,turkey,2,264,Spring,1909
hey turkey what’s good,1,True,6,germany,turkey,2,265,Spring,1909
hey im around,1,,-6,turkey,germany,2,266,Spring,1909
what up man,1,True,6,germany,turkey,2,267,Spring,1909
ill try and get greece but its not guaranteed,1,,-6,turkey,germany,2,268,Spring,1909
okay no worries,1,True,6,germany,turkey,2,269,Spring,1909
can  you support me into serb,1,True,6,germany,turkey,2,270,Spring,1909
tri  serb,1,True,6,germany,turkey,2,271,Spring,1909
i cant sorry,1,True,-6,turkey,germany,2,272,Spring,1909
it’s okay i appreciate your honesty,1,True,6,germany,turkey,2,273,Spring,1909
what are you thinking more long term,1,True,6,germany,turkey,2,274,Spring,1909
im hoping to set up a convoy to naples i think,0,True,-6,turkey,germany,2,275,Spring,1909
what’s your plan for the army in rum,1,True,6,germany,turkey,2,276,Spring,1909
fortify my lines,1,False,-6,turkey,germany,2,277,Spring,1909
fair i’m not interested in going after you i just want serbia,1,False,6,germany,turkey,2,278,Spring,1909
do you want moscow,1,True,6,germany,turkey,2,279,Spring,1909
happy to support you in,1,True,6,germany,turkey,2,280,Spring,1909
i cant,1,True,-6,turkey,germany,2,281,Fall,1909
y,1,True,6,germany,turkey,2,282,Fall,1909
we should bounce in bur this turn,1,False,0,france,germany,2,0,Spring,1901
hi france sorry for the delay  still getting the hang of this app why do you think we should bounce in bur,1,True,0,germany,france,2,1,Spring,1901
to start id like us to have a good relationship so im starting by telling you what im going to do which is move an army to burgundy ideally to bounce this allows me to protect in case you were planning on doing something to begin with second bouncing helps you out because germanys first move with the munich army is either to move to burgundy or the ruhr if you dont move to bur then im there and you have to move the ruhr army back to protect mun anyway i think we both have other issues than creating a relatively pointless stalemate here when there are better targets if we work together,1,True,0,france,germany,2,2,Spring,1901
interesting i will have to think it over what does it look like three years down the road if we’re working together,1,False,0,germany,france,2,3,Spring,1901
england destroyed and divided you in the north sweeping up russia with support ive swept down into italy,0,False,0,france,germany,2,4,Spring,1901
okay  this works for me i was going into rohr will adjust my order and bounce if we work together against england offers a lot of advantages for both of us especially in the early game,1,True,0,germany,france,2,5,Spring,1901
i’ve set my order to mun  burg,1,True,0,germany,france,2,6,Spring,1901
i’d say russia is a bit of an issue for you but the player can’t be very good because moving the fleet to finland was literally useless and turkey is about to wreck his southern half,1,True,0,france,germany,2,7,Fall,1901
i’m not going to move against you and england is going to be an issue for both of us since they’ll have 5 builds in 1902,1,True,0,france,germany,2,8,Fall,1901
agreed russia also is not very communicative,1,True,0,germany,france,2,9,Fall,1901
what’s your strategy regarding england,1,True,0,germany,france,2,10,Fall,1901
try to survive for now i guess was hoping russia wouldnt fall flat on their face in scandinavia ill consolidate and try and support you against an english attack in belgium after winter,1,True,0,france,germany,2,11,Fall,1901
russia tells me that we will hold in pru  not sure to believe him but i think it’s a little early to start screwing people,1,True,0,germany,france,2,12,Fall,1901
do you mind if i move into ruh to support a potential future attack on bel,1,True,0,germany,france,2,13,Fall,1901
yeah that should be fine,1,,0,france,germany,2,14,Fall,1901
i’m going to move mun to ber instead i don’t trust russia right now,1,,0,germany,france,2,15,Fall,1901
what’s your strategy with going after england will you take the channel shortly,1,,0,germany,france,2,16,Fall,1901
hey france  i want to check in on plans to go after england,1,,0,germany,france,2,17,Winter,1901
circling back ,1,,0,germany,france,2,18,Spring,1902
because i suspect that we’d just bounce i have a better plan to attack the irish sea,0,True,0,france,germany,2,19,Spring,1902
i’m not going to take the channel,1,True,0,france,germany,2,20,Spring,1902
what should i do with regards to england,1,,0,germany,france,2,21,Spring,1902
hello,1,,0,germany,france,2,22,Spring,1902
hey france,1,False,0,germany,france,2,23,Fall,1902
i’m thinking about attacking england i’ve been supporting other players because you have not been responsive but i’m still open to working with you,1,True,0,germany,france,2,24,Fall,1902
sorry works been a nightmare,1,True,0,france,germany,2,25,Fall,1902
im still on attacking him,1,True,0,france,germany,2,26,Fall,1902
it’s okay,1,True,0,germany,france,2,27,Fall,1902
hey france how’s it going,1,False,7,germany,france,2,28,Fall,1905
hey just wanted to say hello,1,False,11,germany,france,2,29,Winter,1908
hey russia whats up looking forward to playing with you excited to be playing austria  what are your thoughts on the gameyour moves,1,,-1,austria,russia,2,0,Spring,1901
you there would love to talk strategy at some point,1,,-1,austria,russia,2,1,Spring,1901
hey austria i sent a message to turkey because i don’t want to go south or to the balkans and let you fight with them over that but i might have to do that if i don’t hear from them i would prefer to head north though,1,,1,russia,austria,2,2,Spring,1901
what did your message to turkey say i would love to work with you but we havent talked nearly enough,1,,-1,austria,russia,2,3,Spring,1901
they got back to me finally sting they were going to the blacksea so so am i to bounce them i’d go to balkan’s with italy and go after turkey you two together can take them and i’ll stay out of the area early at least,1,True,1,russia,austria,2,4,Spring,1901
so whats the plan with england then are you forcing him out of norway,1,,-1,austria,russia,2,5,Spring,1901
and what is warsaw doing id like for it to stay away from me if possible,1,True,-1,austria,russia,2,6,Spring,1901
yea don’t worry about it i’m not going south,1,True,1,russia,austria,2,7,Spring,1901
could you let me know im not sharing your moves but i need some certainty so i dont end up pushing back on you and wasting my spring moves,1,False,-1,austria,russia,2,8,Spring,1901
i ws going to move to silesia or ukraine but might just hold this turn and see what other people do,0,True,1,russia,austria,2,9,Spring,1901
prussia not ukraine,1,True,1,russia,austria,2,10,Spring,1901
awesome thats good to hear,1,True,-1,austria,russia,2,11,Spring,1901
are you going to romania next turn,1,True,1,russia,austria,2,12,Fall,1901
thinking about it  what do you recommend,1,,-1,austria,russia,2,13,Fall,1901
have your army in serbia support your army in budapest to move into romania that way even if turkey tries to move into romania you’d still win and kick them back to bulgaria,1,True,1,russia,austria,2,14,Fall,1901
good plan  what are you doing here,1,,-1,austria,russia,2,15,Fall,1901
gonna try t9 take sweden of at least knock germany out and returning one army back to warsaw to regroup in case i have to defend against turkey for a turn or two while still pressuring germany russia is too damn spread out haha,1,True,1,russia,austria,2,16,Fall,1901
fucking turkey  ill help you take him on  keep that ship in the black sea well need that one,1,True,2,austria,russia,2,17,Winter,1901
he’s telling me to decommission it haha,1,True,-2,russia,austria,2,18,Winter,1901
of course he is  thats bs  that fleet is your best chance for staying in the game  ill help you out but you need to take him on with me,1,,2,austria,russia,2,19,Winter,1901
you still there i would love to talk about the future,1,True,2,austria,russia,2,20,Winter,1901
yea i’m here i’m with you on that not cutting my fleet and i’ll work with you what’s the next step he was talking about leaving sev to romania which was prolly bs,1,True,-2,russia,austria,2,21,Winter,1901
he may try but i wouldnt trust that,1,,2,austria,russia,2,22,Winter,1901
even if he tries to move up to moscow i can bounce him back to sev anyway,1,True,-2,russia,austria,2,23,Winter,1901
he cant get rumania anyway,1,True,2,austria,russia,2,24,Winter,1901
i dont think he will,1,,2,austria,russia,2,25,Winter,1901
he wants to consolidate his units,1,,2,austria,russia,2,26,Winter,1901
what’s the plan then if i keep the fleet in the black sea,1,True,-2,russia,austria,2,27,Winter,1901
im getting information now,1,,2,austria,russia,2,28,Winter,1901
ill let you know tomorrow,1,True,2,austria,russia,2,29,Winter,1901
ok sounds good,1,True,-2,russia,austria,2,30,Winter,1901
with turkey building another fleet in black sea i have to do something with my fleet there or it could be destroyed,1,True,-2,russia,austria,2,31,Spring,1902
so were going to move your fleet to rumania here,1,True,2,austria,russia,2,32,Spring,1902
supported by me,1,True,2,austria,russia,2,33,Spring,1902
ok sounds good,1,True,-2,russia,austria,2,34,Spring,1902
can we just check plans here im supporting you into rum correct,1,True,2,austria,russia,2,35,Spring,1902
yea i have my fleet from black sea moving there next turn,1,True,-2,russia,austria,2,36,Spring,1902
awesome,1,True,2,austria,russia,2,37,Spring,1902
fuck i did not expect t to go for rum here,1,False,2,austria,russia,2,38,Fall,1902
sorry you didnt get in,1,False,2,austria,russia,2,39,Fall,1902
it’s fine looks like you’ll be fighting the war in the south alone for a bit,1,True,-2,russia,austria,2,40,Fall,1902
whats your focus this fall,1,True,2,austria,russia,2,41,Fall,1902
there’s not much i can do really other than hold as i only have 2 units,1,True,-2,russia,austria,2,42,Fall,1902
germany is a dick  i told him not to do that,1,True,2,austria,russia,2,43,Fall,1902
yea he is i fucked up this game was my first time as russia and i pushed to pressure germany way too early oh well,1,,-2,russia,austria,2,44,Fall,1902
i could tell you were a new russia but thats not bad  well get em later this game ,1,True,2,austria,russia,2,45,Fall,1902
come over to the nexus its a large diplomacy server with a great community and good gameplay  youll get a lot better there in prep for your next game,1,True,2,austria,russia,2,46,Fall,1902
httpsdiscordggp5vyvz8,1,True,2,austria,russia,2,47,Fall,1902
seems everyone is fight8bg each other in the west and picking apart france should give you a lot of room to operate in the east before you start taking them on,1,True,-4,russia,austria,2,48,Spring,1903
trying hard,1,True,4,austria,russia,2,49,Spring,1903
are you going after warsaw next turn,1,True,-4,russia,austria,2,50,Spring,1903
germany says he is  i would like to bounce him if possible and i told him i would too  i need you to keep that center,1,,4,austria,russia,2,51,Spring,1903
ok thanks i was going to move moscow there to bounce anyone but now i’ll just have moscow hold next turn,1,True,-4,russia,austria,2,52,Spring,1903
doesn’t look like germany can move to warsaw next  turn anyway,1,True,-4,russia,austria,2,53,Spring,1903
were not allowed to share screenshots but he said hes moving on warsaw next turn,1,True,4,austria,russia,2,54,Spring,1903
dammit dude had you trusted me i would have put you into stp this year,1,True,4,austria,russia,2,55,Fall,1903
yea i know i’ve been screwed over a lot this game though haha my bad,1,True,-4,russia,austria,2,56,Fall,1903
it works out anyway because russia moved on you regardless but you need him to move out,1,True,4,austria,russia,2,57,Fall,1903
make it clear to russia that youre dying to england if he doesnt turn around and take england on,1,True,4,austria,russia,2,58,Fall,1903
germany needs to turn around,1,True,4,austria,russia,2,59,Fall,1903
yea i’m moving back to moscow so it should be ok as long as i don’t get bounced,1,True,-4,russia,austria,2,60,Fall,1903
i’m pretty impressed by how well england is doing tbh it’s not always easy for them to do well,1,True,-4,russia,austria,2,61,Fall,1903
theyre good at manipulating germany  good at nothing else,1,True,4,austria,russia,2,62,Fall,1903
haha good for them germany was pissing me off earlier,1,True,-4,russia,austria,2,63,Fall,1903
back to mos here,1,True,4,austria,russia,2,64,Fall,1903
yea back to mos,1,True,-4,russia,austria,2,65,Fall,1903
kk,1,,4,austria,russia,2,66,Fall,1903
hey england  looking forward to playing with you hows your afternoon going so far,1,True,0,austria,england,2,0,Spring,1901
so far so good have you worked anything out with turkey and russia yet what you decide to do with russia will heavily influence what i do,1,True,0,england,austria,2,1,Spring,1901
i havent actually talked with russia yet  the board has been too quiet for my liking turkey texted me once but hasnt responded,1,True,0,austria,england,2,2,Spring,1901
im fineoving against russia if i can be assured that italy wont pose a threat  the two of us are in a great position to be allies if you influence italy on my behalf and i influence russia on yours,1,True,0,austria,england,2,3,Spring,1901
i’m happy to help i’ll talk to italy and open north,1,False,0,england,austria,2,4,Spring,1901
where are you thinking about moving,1,True,0,austria,england,2,5,Fall,1901
not sure yet i can see you’re all in anti russia or turkey decided to leave the germans alone,1,,0,england,austria,2,6,Fall,1901
for now  i can take on russia if you do france,1,True,0,austria,england,2,7,Fall,1901
you have a deal,1,True,0,england,austria,2,8,Fall,1901
youre fighting a good fight  im sending italy around to help you out with france,1,True,0,austria,england,2,9,Fall,1902
germany is becoming a problem where do you stand with them,1,True,0,england,austria,2,10,Fall,1902
germany and i have chatted more than you and i have but im more occupied with the east,1,True,0,austria,england,2,11,Fall,1902
why,1,True,0,austria,england,2,12,Fall,1902
also whats the deal with france,1,True,0,austria,england,2,13,Fall,1902
why what,1,True,0,england,austria,2,14,Fall,1902
france is putting up a little fight,0,True,0,england,austria,2,15,Fall,1902
what’s happening with you and turkey,1,True,0,england,austria,2,16,Fall,1902
turkeys done,1,,0,austria,england,2,17,Fall,1902
as is russia,1,,0,austria,england,2,18,Fall,1902
good take of stp,1,,0,austria,england,2,19,Fall,1902
france is such a dumbass,1,True,0,austria,england,2,20,Fall,1902
you taking mos here,0,True,1,austria,england,2,21,Fall,1903
possibly,1,False,-1,england,austria,2,22,Fall,1903
you think,1,True,1,austria,england,2,23,Winter,1903
lol realized i never gave the thumbs up or thumbs down so the message never sent,1,True,-1,england,austria,2,24,Winter,1903
turkey is donezo,1,False,-1,england,austria,2,25,Winter,1903
i need you to keep germany from getting moscow i dont care if you get it or not but germany is playing a poor game and it shouldnt be rewarded,0,True,1,austria,england,2,26,Winter,1903
are you asking me to support warsaw or not support germany in those are two different requests,1,True,-1,england,austria,2,27,Winter,1903
ideally you take germany on while hes shifting his stuff pointlessly east,1,True,1,austria,england,2,28,Winter,1903
i can support it just dont support him in,1,True,1,austria,england,2,29,Winter,1903
why is it pointless how does that benefit me,1,True,-1,england,austria,2,30,Winter,1903
he was moving on russia so he could reap the rewards of the tsars fall  it wasnt the cause of any good will towards you  hes an opportunist and with france locked up by you and italy and russia increasingly locked up by you and turkey theres only one place for him to attack,1,True,1,austria,england,2,31,Winter,1903
hes asked me many times about the best way to attack you and was setting up for it until i told him russia was done,0,True,1,austria,england,2,32,Winter,1903
would love to sit down and talk tonight,1,True,1,austria,england,2,33,Winter,1903
sure thing,1,True,-1,england,austria,2,34,Winter,1903
can we talk long term here whats the goal of the game where do you go now with turkey and germany at the extent of your border,1,True,1,austria,england,2,35,Winter,1903
would love to talk for a bit,1,True,1,austria,england,2,36,Winter,1903
ill take on germany with you but we need to talk it out  we cant do it alone,1,True,1,austria,england,2,37,Winter,1903
are you online we need to talk really quick,1,True,1,austria,england,2,38,Spring,1904
sorry busy week,1,True,-1,england,austria,2,39,Spring,1904
you free for a bit now im at work but can carry on an infrequent convo,1,True,1,austria,england,2,40,Spring,1904
sure,1,True,-1,england,austria,2,41,Spring,1904
asking honestly what are your plans for expansion now russia is gone france nearly so where do you go next,1,True,1,austria,england,2,42,Spring,1904
trying to fend you off and sweep up the rest of france not sure much past that,1,True,-1,england,austria,2,43,Spring,1904
at least youre honest 😂,1,True,1,austria,england,2,44,Spring,1904
lets get real here you and i are the best players on this board  i dont know how you got germany to work with you but youre obviously a diplomatic force to be reckoned with  im willing to help you get a leg up on g here,1,True,1,austria,england,2,45,Spring,1904
youve shut yourself out of most of your expansion opportunities except for germany but i can lend an assisting hand if you take him on,0,True,1,austria,england,2,46,Spring,1904
i want to see you succeed here good play should be rewarded,0,True,1,austria,england,2,47,Spring,1904
i can get you warsaw here,1,True,1,austria,england,2,48,Spring,1904
what happens after warsaw,1,True,-1,england,austria,2,49,Spring,1904
you finish germany i finish turkey,1,True,1,austria,england,2,50,Spring,1904
you then finish france i help out by taking italy,0,True,1,austria,england,2,51,Spring,1904
thats a stalemate line and a draw if we do it right,1,True,1,austria,england,2,52,Spring,1904
thoughts,1,True,1,austria,england,2,53,Spring,1904
interesting proposition my biggest concern is that i’ve left myself open to germany in the north grabbing warsaw would ensure that i lose norway and he has a clear path to my island,1,True,-1,england,austria,2,54,Fall,1904
germany trusts you after that support into paris  now is the time to move and take advantage of that  i can support you into warsaw if you need,1,True,1,austria,england,2,55,Fall,1904
right now im just planning to defend sev i have no plans to open up additional fronts against you i have enough enemies as is,1,True,1,austria,england,2,56,Fall,1904
still there,1,True,1,austria,england,2,57,Fall,1904
well actions will speak here let’s see how things shake out this year,1,True,-1,england,austria,2,58,Fall,1904
i need to be sure that youre not supporting turkey against me here or ill just take moscow  theres too much on the line for us to just wait this out,1,True,1,austria,england,2,59,Fall,1904
it’s hard to build trust in this game quickly i understand the urgency though,1,True,-1,england,austria,2,60,Fall,1904
thanks,1,True,1,austria,england,2,61,Fall,1904
i would really appreciate affirmation about your not helping turkey back in,1,True,1,austria,england,2,62,Fall,1904
i can’t flip on germany until we have a more established relationship if we want to build that we need to take small leaps of faith i will not support turkey please do not take moscow if that goes we can start planning more seriously against germany,0,True,-1,england,austria,2,63,Fall,1904
that works for me  thanks for checking in,1,True,1,austria,england,2,64,Fall,1904
thank you,1,True,2,austria,england,2,65,Winter,1904
did you ask germany to take the north sea,1,True,2,austria,england,2,66,Winter,1904
hey if germany invaded you without your permission im all in with you,1,False,2,austria,england,2,67,Winter,1904
hes now the largest on the map with free access to norway and edinburgh  lets start pushing back on hin,1,True,2,austria,england,2,68,Spring,1905
can we talk about germany for a sec,1,True,2,austria,england,2,69,Spring,1905
yes im sorry ive been ignoring you,1,True,-2,england,austria,2,70,Spring,1905
hahaha i get worried sometimes,1,True,2,austria,england,2,71,Spring,1905
ive been trying to talk to him but things seem to be breaking down,1,True,-2,england,austria,2,72,Spring,1905
what do you have in mind,1,True,-2,england,austria,2,73,Spring,1905
how so,1,True,2,austria,england,2,74,Spring,1905
the dude needs to be taken out for any of us to have a chance  he has the most scs on the board and potential to take more from you whcih i dont want to see,1,True,2,austria,england,2,75,Spring,1905
neither do i but im not sure what we can coordinate together,1,True,-2,england,austria,2,76,Spring,1905
lets talk about warsaw,1,True,2,austria,england,2,77,Spring,1905
what you thinking,1,True,-2,england,austria,2,78,Spring,1905
one of us has to move into it by the end of the year germany is building to move against me turkey is still a pain in the butt and italy is getting testy  i need your help to crack this dude and i cant be running damage control for the board on my own,1,True,2,austria,england,2,79,Spring,1905
can we wait until the fall,1,True,-2,england,austria,2,80,Spring,1905
we really shouldnt wait  ive watched him amass power and move into every sector of the board without resistance,1,True,2,austria,england,2,81,Spring,1905
what do you want to wait for,1,True,2,austria,england,2,82,Spring,1905
just curious,1,True,2,austria,england,2,83,Spring,1905
i want to see how he moves before i full on stab him,1,True,-2,england,austria,2,84,Spring,1905
lets imagine if he moves into edinburgh and towards norwayat that point its too late to respond,1,True,2,austria,england,2,85,Spring,1905
berlin will be in prussia by that time holding warsaw against any of our attacks and threatening your single unit covering both moscow and st petersburg,1,True,2,austria,england,2,86,Spring,1905
thats a two center pickup at that point and no one can stop him  this move could determine the game  i dont want to see us sleeping on the next three movesets,1,True,2,austria,england,2,87,Spring,1905
thoughts  i know this is a lot to process but ive seen a lot of diplomacy games and ive had some go south on its participants very quickly,1,True,2,austria,england,2,88,Spring,1905
and i really want to finalize my moveset before midnight,1,True,2,austria,england,2,89,Spring,1905
sorry im on the west coast and still at work and still slammed,1,True,-2,england,austria,2,90,Spring,1905
give me an hour,1,True,-2,england,austria,2,91,Spring,1905
good deal,1,True,2,austria,england,2,92,Spring,1905
anything,1,True,2,austria,england,2,93,Spring,1905
yes,0,True,-2,england,austria,2,94,Spring,1905
i managed to piss germany off for you 😉,1,True,2,austria,england,2,95,Spring,1905
germany is talking to me about heading back,1,True,-2,england,austria,2,96,Spring,1905
how do,1,True,-2,england,austria,2,97,Spring,1905
so,1,True,-2,england,austria,2,98,Spring,1905
heading back for what,1,,2,austria,england,2,99,Spring,1905
i need to sleep soon,1,,2,austria,england,2,100,Spring,1905
you ask for a pause,1,,2,austria,england,2,101,Spring,1905
trying to decide if its worth staying up for,1,,2,austria,england,2,102,Spring,1905
any final thoughts,1,,2,austria,england,2,103,Spring,1905
i submitted,1,True,-2,england,austria,2,104,Spring,1905
what should i expect,1,True,2,austria,england,2,105,Spring,1905
you want support into warsaw,1,True,2,austria,england,2,106,Spring,1905
i’m supporting you,0,False,-2,england,austria,2,107,Spring,1905
well find out in two seconds,1,True,2,austria,england,2,108,Spring,1905
i’m not supporting you,1,True,-2,england,austria,2,109,Spring,1905
yeah i said that you lied on the last message lol,1,True,2,austria,england,2,110,Spring,1905
lol,1,True,-2,england,austria,2,111,Spring,1905
not a bad turn for us i guess,1,True,2,austria,england,2,112,Spring,1905
could have gone a lot worse,1,True,2,austria,england,2,113,Spring,1905
glad that i at least got him to mess up your convoy lol,1,False,2,austria,england,2,114,Spring,1905
small wins,1,True,2,austria,england,2,115,Spring,1905
what’s the plan now,1,True,0,england,austria,2,116,Fall,1906
you seem pretty well entrenched,1,True,0,austria,england,2,117,Fall,1906
that’s a fair observation,1,True,0,england,austria,2,118,Fall,1906
is there any point in talking we know what the other wants and those wants are at odds  its going to be a ns stalemate line for the rest of the game unless italy or turkey screws up,1,True,0,austria,england,2,119,Fall,1906
what do you think i want,1,True,0,england,austria,2,120,Fall,1906
if you didnt want to take advantage of g earlier you missed your chance  the fronts will just solidify from now on,1,True,0,austria,england,2,121,Fall,1906
so what do you think i want then,1,True,0,england,austria,2,122,Fall,1906
hopefully you want to draw this out at this point  unless italy fucks up thats what should be happening,1,True,0,austria,england,2,123,Fall,1906
a kinda sad end to what was a good start,1,True,0,austria,england,2,124,Fall,1906
interesting not sure that’s what i want,1,True,0,england,austria,2,125,Fall,1906
why dont you tell me then,1,True,0,austria,england,2,126,Fall,1906
well of course as anyone i’d like to solo but i don’t think that’s in the cards i’d like to see things shake up once the battle lines are drawn not sure if we’re there yet though,1,True,0,england,austria,2,127,Fall,1906
that mostly comes from germany in the east,1,True,0,austria,england,2,128,Fall,1906
as far as tyr and marseilles go,1,True,0,austria,england,2,129,Fall,1906
😺,1,True,0,england,austria,2,130,Fall,1906
sharing a face palm with the world i see,1,True,2,england,austria,2,131,Winter,1906
i hate myself,1,True,-2,austria,england,2,132,Spring,1907
lol,1,True,2,england,austria,2,133,Spring,1907
hey turkey how are you doing looking forward to working with you this game,1,True,0,austria,turkey,2,0,Spring,1901
you there would love to talk strategy at some point,1,True,0,austria,turkey,2,1,Spring,1901
hey austria yeah im around,1,True,0,turkey,austria,2,2,Spring,1901
good to hear from you hows your night,1,True,0,austria,turkey,2,3,Spring,1901
im kind of getting the grips on this game,1,True,0,turkey,austria,2,4,Spring,1901
no worries are you friend of admin,1,True,0,austria,turkey,2,5,Spring,1901
yep get dragged into a lotta things must say this is kind of out there,1,True,0,turkey,austria,2,6,Spring,1901
anyway russia is kind of scary they start with 4 units,1,True,0,turkey,austria,2,7,Spring,1901
you play diplomacy before,1,True,0,austria,turkey,2,8,Spring,1901
yeah they are  id love to take him out asap honestly,1,False,0,austria,turkey,2,9,Spring,1901
im not sure i can do that much but im happy to help,0,True,0,turkey,austria,2,10,Spring,1901
if you trust me i can coach us both through advantageously,1,False,0,austria,turkey,2,11,Spring,1901
you dont know who i am but i was the 1 player on the diplomacy app conspiracy and i run the largest only diplomacy tournament in the world so i can coach us both through to a pretty good result,1,True,0,austria,turkey,2,12,Spring,1901
ah thats cool yeah im afraid im gonna get stuck in a snag somewhere,1,True,0,turkey,austria,2,13,Spring,1901
in general i was hoping to at least take the black sea and kind of capture the supply center in bulgaria,1,True,0,turkey,austria,2,14,Spring,1901
im not so sure about what to do beyond that,1,True,0,turkey,austria,2,15,Spring,1901
those are both good starts  i suggest sending that second unit to armenia,1,False,0,austria,turkey,2,16,Spring,1901
it will make the attack on russia far more effective in the future,1,True,0,austria,turkey,2,17,Spring,1901
like setting up a move sequence in chess,1,True,0,austria,turkey,2,18,Spring,1901
i read that sending the smy to constantinople was good,1,True,0,turkey,austria,2,19,Spring,1901
yeah thats a typical move too,1,True,0,austria,turkey,2,20,Spring,1901
the arm sequence indicates a hard commit against russia which is why its not quite as often used but im hard commiting against russia so i would love for you to do the same,1,False,0,austria,turkey,2,21,Spring,1901
im happy to support you if i can get sevastopol,0,True,0,turkey,austria,2,22,Spring,1901
thats the hope,1,True,0,austria,turkey,2,23,Spring,1901
how would the army to armenia play out i suppose the fleet in sevastopol either goes to black sea or rumania probably black sea do you plan to go to rumania first,1,True,0,turkey,austria,2,24,Spring,1901
i wasnt planning to go to rum first should i,1,False,0,austria,turkey,2,25,Spring,1901
alright will you be able to provide support to attack sevastopol,0,True,0,turkey,austria,2,26,Fall,1901
can i do it in the next spring im not adjacent to sev here,1,False,0,austria,turkey,2,27,Fall,1901
i could go to rum for some more support to assault sevastopol,0,True,0,turkey,austria,2,28,Fall,1901
you could  i suggest it,1,,0,austria,turkey,2,29,Fall,1901
that went pretty well,1,True,0,turkey,austria,2,30,Winter,1901
lol amazing,1,True,0,turkey,austria,2,31,Winter,1901
